gene_symbol,ncbi_gene,ensembl_gene,db_gene_symbol,db_ncbi_gene,db_ensembl_gene,source_gene,gs_id,gs_name,gs_collection,gs_subcollection,gs_collection_name,gs_description,gs_source_species,gs_pmid,gs_geoid,gs_exact_source,gs_url,db_version,db_target_species,entrez_gene,gs_cat,gs_subcat
TCOF1,6949,ENSG00000070814,TCOF1,6949,ENSG00000070814,TCOF1,M5928,HALLMARK_MYC_TARGETS_V2,H,,Hallmark,A subgroup of genes regulated by MYC - version 2 (v2).,HS,26771021,,,,2025.1.Hs,HS,6949,H,
TFB2M,64216,ENSG00000162851,TFB2M,64216,ENSG00000162851,TFB2M,M5928,HALLMARK_MYC_TARGETS_V2,H,,Hallmark,A subgroup of genes regulated by MYC - version 2 (v2).,HS,26771021,,,,2025.1.Hs,HS,64216,H,
TMEM97,27346,ENSG00000109084,TMEM97,27346,ENSG00000109084,TMEM97,M5928,HALLMARK_MYC_TARGETS_V2,H,,Hallmark,A subgroup of genes regulated by MYC - version 2 (v2).,HS,26771021,,,,2025.1.Hs,HS,27346,H,
UNG,7374,ENSG00000076248,UNG,7374,ENSG00000076248,UNG,M5928,HALLMARK_MYC_TARGETS_V2,H,,Hallmark,A subgroup of genes regulated by MYC - version 2 (v2).,HS,26771021,,,,2025.1.Hs,HS,7374,H,
UTP20,27340,ENSG00000120800,UTP20,27340,ENSG00000120800,UTP20,M5928,HALLMARK_MYC_TARGETS_V2,H,,Hallmark,A subgroup of genes regulated by MYC - version 2 (v2).,HS,26771021,,,,2025.1.Hs,HS,27340,H,
WDR43,23160,ENSG00000163811,WDR43,23160,ENSG00000163811,WDR43,M5928,HALLMARK_MYC_TARGETS_V2,H,,Hallmark,A subgroup of genes regulated by MYC - version 2 (v2).,HS,26771021,,,,2025.1.Hs,HS,23160,H,
WDR74,54663,ENSG00000133316,WDR74,54663,ENSG00000133316,WDR74,M5928,HALLMARK_MYC_TARGETS_V2,H,,Hallmark,A subgroup of genes regulated by MYC - version 2 (v2).,HS,26771021,,,,2025.1.Hs,HS,54663,H,
ABLIM1,3983,ENSG00000099204,ABLIM1,3983,ENSG00000099204,ABLIM1,M5909,HALLMARK_MYOGENESIS,H,,Hallmark,Genes involved in development of skeletal muscle (myogenesis).,HS,26771021,,,,2025.1.Hs,HS,3983,H,
ACHE,43,ENSG00000087085,ACHE,43,ENSG00000087085,ACHE,M5909,HALLMARK_MYOGENESIS,H,,Hallmark,Genes involved in development of skeletal muscle (myogenesis).,HS,26771021,,,,2025.1.Hs,HS,43,H,
ACSL1,2180,ENSG00000151726,ACSL1,2180,ENSG00000151726,ACSL1,M5909,HALLMARK_MYOGENESIS,H,,Hallmark,Genes involved in development of skeletal muscle (myogenesis).,HS,26771021,,,,2025.1.Hs,HS,2180,H,
ACTA1,58,ENSG00000143632,ACTA1,58,ENSG00000143632,ACTA1,M5909,HALLMARK_MYOGENESIS,H,,Hallmark,Genes involved in development of skeletal muscle (myogenesis).,HS,26771021,,,,2025.1.Hs,HS,58,H,
ACTC1,70,ENSG00000159251,ACTC1,70,ENSG00000159251,ACTC1,M5909,HALLMARK_MYOGENESIS,H,,Hallmark,Genes involved in development of skeletal muscle (myogenesis).,HS,26771021,,,,2025.1.Hs,HS,70,H,
ACTN2,88,ENSG00000077522,ACTN2,88,ENSG00000077522,ACTN2,M5909,HALLMARK_MYOGENESIS,H,,Hallmark,Genes involved in development of skeletal muscle (myogenesis).,HS,26771021,,,,2025.1.Hs,HS,88,H,
ACTN3,89,ENSG00000248746,ACTN3,89,ENSG00000248746,ACTN3,M5909,HALLMARK_MYOGENESIS,H,,Hallmark,Genes involved in development of skeletal muscle (myogenesis).,HS,26771021,,,,2025.1.Hs,HS,89,H,
ADAM12,8038,ENSG00000148848,ADAM12,8038,ENSG00000148848,ADAM12,M5909,HALLMARK_MYOGENESIS,H,,Hallmark,Genes involved in development of skeletal muscle (myogenesis).,HS,26771021,,,,2025.1.Hs,HS,8038,H,
ADCY9,115,ENSG00000162104,ADCY9,115,ENSG00000162104,ADCY9,M5909,HALLMARK_MYOGENESIS,H,,Hallmark,Genes involved in development of skeletal muscle (myogenesis).,HS,26771021,,,,2025.1.Hs,HS,115,H,
AEBP1,165,ENSG00000106624,AEBP1,165,ENSG00000106624,AEBP1,M5909,HALLMARK_MYOGENESIS,H,,Hallmark,Genes involved in development of skeletal muscle (myogenesis).,HS,26771021,,,,2025.1.Hs,HS,165,H,
AGL,178,ENSG00000162688,AGL,178,ENSG00000162688,AGL,M5909,HALLMARK_MYOGENESIS,H,,Hallmark,Genes involved in development of skeletal muscle (myogenesis).,HS,26771021,,,,2025.1.Hs,HS,178,H,
AGRN,375790,ENSG00000188157,AGRN,375790,ENSG00000188157,AGRN,M5909,HALLMARK_MYOGENESIS,H,,Hallmark,Genes involved in development of skeletal muscle (myogenesis).,HS,26771021,,,,2025.1.Hs,HS,375790,H,
AK1,203,ENSG00000106992,AK1,203,ENSG00000106992,AK1,M5909,HALLMARK_MYOGENESIS,H,,Hallmark,Genes involved in development of skeletal muscle (myogenesis).,HS,26771021,,,,2025.1.Hs,HS,203,H,
AKT2,208,ENSG00000105221,AKT2,208,ENSG00000105221,AKT2,M5909,HALLMARK_MYOGENESIS,H,,Hallmark,Genes involved in development of skeletal muscle (myogenesis).,HS,26771021,,,,2025.1.Hs,HS,208,H,
ANKRD2,26287,ENSG00000165887,ANKRD2,26287,ENSG00000165887,ANKRD2,M5909,HALLMARK_MYOGENESIS,H,,Hallmark,Genes involved in development of skeletal muscle (myogenesis).,HS,26771021,,,,2025.1.Hs,HS,26287,H,
APLNR,187,ENSG00000134817,APLNR,187,ENSG00000134817,APLNR,M5909,HALLMARK_MYOGENESIS,H,,Hallmark,Genes involved in development of skeletal muscle (myogenesis).,HS,26771021,,,,2025.1.Hs,HS,187,H,
APOD,347,ENSG00000189058,APOD,347,ENSG00000189058,APOD,M5909,HALLMARK_MYOGENESIS,H,,Hallmark,Genes involved in development of skeletal muscle (myogenesis).,HS,26771021,,,,2025.1.Hs,HS,347,H,
APP,351,ENSG00000142192,APP,351,ENSG00000142192,APP,M5909,HALLMARK_MYOGENESIS,H,,Hallmark,Genes involved in development of skeletal muscle (myogenesis).,HS,26771021,,,,2025.1.Hs,HS,351,H,
ATP2A1,487,ENSG00000196296,ATP2A1,487,ENSG00000196296,ATP2A1,M5909,HALLMARK_MYOGENESIS,H,,Hallmark,Genes involved in development of skeletal muscle (myogenesis).,HS,26771021,,,,2025.1.Hs,HS,487,H,
ATP6AP1,537,ENSG00000071553,ATP6AP1,537,ENSG00000071553,ATP6AP1,M5909,HALLMARK_MYOGENESIS,H,,Hallmark,Genes involved in development of skeletal muscle (myogenesis).,HS,26771021,,,,2025.1.Hs,HS,537,H,
BAG1,573,ENSG00000107262,BAG1,573,ENSG00000107262,BAG1,M5909,HALLMARK_MYOGENESIS,H,,Hallmark,Genes involved in development of skeletal muscle (myogenesis).,HS,26771021,,,,2025.1.Hs,HS,573,H,
BDKRB2,624,ENSG00000168398,BDKRB2,624,ENSG00000168398,BDKRB2,M5909,HALLMARK_MYOGENESIS,H,,Hallmark,Genes involved in development of skeletal muscle (myogenesis).,HS,26771021,,,,2025.1.Hs,HS,624,H,
BHLHE40,8553,ENSG00000134107,BHLHE40,8553,ENSG00000134107,BHLHE40,M5909,HALLMARK_MYOGENESIS,H,,Hallmark,Genes involved in development of skeletal muscle (myogenesis).,HS,26771021,,,,2025.1.Hs,HS,8553,H,
BIN1,274,ENSG00000136717,BIN1,274,ENSG00000136717,BIN1,M5909,HALLMARK_MYOGENESIS,H,,Hallmark,Genes involved in development of skeletal muscle (myogenesis).,HS,26771021,,,,2025.1.Hs,HS,274,H,
CACNA1H,8912,ENSG00000196557,CACNA1H,8912,ENSG00000196557,CACNA1H,M5909,HALLMARK_MYOGENESIS,H,,Hallmark,Genes involved in development of skeletal muscle (myogenesis).,HS,26771021,,,,2025.1.Hs,HS,8912,H,
CACNG1,786,ENSG00000108878,CACNG1,786,ENSG00000108878,CACNG1,M5909,HALLMARK_MYOGENESIS,H,,Hallmark,Genes involved in development of skeletal muscle (myogenesis).,HS,26771021,,,,2025.1.Hs,HS,786,H,
CAMK2B,816,ENSG00000058404,CAMK2B,816,ENSG00000058404,CAMK2B,M5909,HALLMARK_MYOGENESIS,H,,Hallmark,Genes involved in development of skeletal muscle (myogenesis).,HS,26771021,,,,2025.1.Hs,HS,816,H,
CASQ1,844,ENSG00000143318,CASQ1,844,ENSG00000143318,CASQ1,M5909,HALLMARK_MYOGENESIS,H,,Hallmark,Genes involved in development of skeletal muscle (myogenesis).,HS,26771021,,,,2025.1.Hs,HS,844,H,
CASQ2,845,ENSG00000118729,CASQ2,845,ENSG00000118729,CASQ2,M5909,HALLMARK_MYOGENESIS,H,,Hallmark,Genes involved in development of skeletal muscle (myogenesis).,HS,26771021,,,,2025.1.Hs,HS,845,H,
CAV3,859,ENSG00000182533,CAV3,859,ENSG00000182533,CAV3,M5909,HALLMARK_MYOGENESIS,H,,Hallmark,Genes involved in development of skeletal muscle (myogenesis).,HS,26771021,,,,2025.1.Hs,HS,859,H,
CD36,948,ENSG00000135218,CD36,948,ENSG00000135218,CD36,M5909,HALLMARK_MYOGENESIS,H,,Hallmark,Genes involved in development of skeletal muscle (myogenesis).,HS,26771021,,,,2025.1.Hs,HS,948,H,
CDH13,1012,ENSG00000140945,CDH13,1012,ENSG00000140945,CDH13,M5909,HALLMARK_MYOGENESIS,H,,Hallmark,Genes involved in development of skeletal muscle (myogenesis).,HS,26771021,,,,2025.1.Hs,HS,1012,H,
CDKN1A,1026,ENSG00000124762,CDKN1A,1026,ENSG00000124762,CDKN1A,M5909,HALLMARK_MYOGENESIS,H,,Hallmark,Genes involved in development of skeletal muscle (myogenesis).,HS,26771021,,,,2025.1.Hs,HS,1026,H,
CFD,1675,ENSG00000197766,CFD,1675,ENSG00000197766,CFD,M5909,HALLMARK_MYOGENESIS,H,,Hallmark,Genes involved in development of skeletal muscle (myogenesis).,HS,26771021,,,,2025.1.Hs,HS,1675,H,
CHRNA1,1134,ENSG00000138435,CHRNA1,1134,ENSG00000138435,CHRNA1,M5909,HALLMARK_MYOGENESIS,H,,Hallmark,Genes involved in development of skeletal muscle (myogenesis).,HS,26771021,,,,2025.1.Hs,HS,1134,H,
CHRNB1,1140,ENSG00000170175,CHRNB1,1140,ENSG00000170175,CHRNB1,M5909,HALLMARK_MYOGENESIS,H,,Hallmark,Genes involved in development of skeletal muscle (myogenesis).,HS,26771021,,,,2025.1.Hs,HS,1140,H,
CHRNG,1146,ENSG00000196811,CHRNG,1146,ENSG00000196811,CHRNG,M5909,HALLMARK_MYOGENESIS,H,,Hallmark,Genes involved in development of skeletal muscle (myogenesis).,HS,26771021,,,,2025.1.Hs,HS,1146,H,
CKB,1152,ENSG00000166165,CKB,1152,ENSG00000166165,CKB,M5909,HALLMARK_MYOGENESIS,H,,Hallmark,Genes involved in development of skeletal muscle (myogenesis).,HS,26771021,,,,2025.1.Hs,HS,1152,H,
CKM,1158,ENSG00000104879,CKM,1158,ENSG00000104879,CKM,M5909,HALLMARK_MYOGENESIS,H,,Hallmark,Genes involved in development of skeletal muscle (myogenesis).,HS,26771021,,,,2025.1.Hs,HS,1158,H,
CKMT2,1160,ENSG00000131730,CKMT2,1160,ENSG00000131730,CKMT2,M5909,HALLMARK_MYOGENESIS,H,,Hallmark,Genes involved in development of skeletal muscle (myogenesis).,HS,26771021,,,,2025.1.Hs,HS,1160,H,
CLU,1191,ENSG00000120885,CLU,1191,ENSG00000120885,CLU,M5909,HALLMARK_MYOGENESIS,H,,Hallmark,Genes involved in development of skeletal muscle (myogenesis).,HS,26771021,,,,2025.1.Hs,HS,1191,H,
CNN3,1266,ENSG00000117519,CNN3,1266,ENSG00000117519,CNN3,M5909,HALLMARK_MYOGENESIS,H,,Hallmark,Genes involved in development of skeletal muscle (myogenesis).,HS,26771021,,,,2025.1.Hs,HS,1266,H,
COL15A1,1306,ENSG00000204291,COL15A1,1306,ENSG00000204291,COL15A1,M5909,HALLMARK_MYOGENESIS,H,,Hallmark,Genes involved in development of skeletal muscle (myogenesis).,HS,26771021,,,,2025.1.Hs,HS,1306,H,
COL1A1,1277,ENSG00000108821,COL1A1,1277,ENSG00000108821,COL1A1,M5909,HALLMARK_MYOGENESIS,H,,Hallmark,Genes involved in development of skeletal muscle (myogenesis).,HS,26771021,,,,2025.1.Hs,HS,1277,H,
COL3A1,1281,ENSG00000168542,COL3A1,1281,ENSG00000168542,COL3A1,M5909,HALLMARK_MYOGENESIS,H,,Hallmark,Genes involved in development of skeletal muscle (myogenesis).,HS,26771021,,,,2025.1.Hs,HS,1281,H,
COL4A2,1284,ENSG00000134871,COL4A2,1284,ENSG00000134871,COL4A2,M5909,HALLMARK_MYOGENESIS,H,,Hallmark,Genes involved in development of skeletal muscle (myogenesis).,HS,26771021,,,,2025.1.Hs,HS,1284,H,
COL6A2,1292,ENSG00000142173,COL6A2,1292,ENSG00000142173,COL6A2,M5909,HALLMARK_MYOGENESIS,H,,Hallmark,Genes involved in development of skeletal muscle (myogenesis).,HS,26771021,,,,2025.1.Hs,HS,1292,H,
COL6A3,1293,ENSG00000163359,COL6A3,1293,ENSG00000163359,COL6A3,M5909,HALLMARK_MYOGENESIS,H,,Hallmark,Genes involved in development of skeletal muscle (myogenesis).,HS,26771021,,,,2025.1.Hs,HS,1293,H,
COX6A2,1339,ENSG00000156885,COX6A2,1339,ENSG00000156885,COX6A2,M5909,HALLMARK_MYOGENESIS,H,,Hallmark,Genes involved in development of skeletal muscle (myogenesis).,HS,26771021,,,,2025.1.Hs,HS,1339,H,
COX7A1,1346,ENSG00000161281,COX7A1,1346,ENSG00000161281,COX7A1,M5909,HALLMARK_MYOGENESIS,H,,Hallmark,Genes involved in development of skeletal muscle (myogenesis).,HS,26771021,,,,2025.1.Hs,HS,1346,H,
CRAT,1384,ENSG00000095321,CRAT,1384,ENSG00000095321,CRAT,M5909,HALLMARK_MYOGENESIS,H,,Hallmark,Genes involved in development of skeletal muscle (myogenesis).,HS,26771021,,,,2025.1.Hs,HS,1384,H,
CRYAB,1410,ENSG00000109846,CRYAB,1410,ENSG00000109846,CRYAB,M5909,HALLMARK_MYOGENESIS,H,,Hallmark,Genes involved in development of skeletal muscle (myogenesis).,HS,26771021,,,,2025.1.Hs,HS,1410,H,
CSRP3,8048,ENSG00000129170,CSRP3,8048,ENSG00000129170,CSRP3,M5909,HALLMARK_MYOGENESIS,H,,Hallmark,Genes involved in development of skeletal muscle (myogenesis).,HS,26771021,,,,2025.1.Hs,HS,8048,H,
CTF1,1489,ENSG00000150281,CTF1,1489,ENSG00000150281,CTF1,M5909,HALLMARK_MYOGENESIS,H,,Hallmark,Genes involved in development of skeletal muscle (myogenesis).,HS,26771021,,,,2025.1.Hs,HS,1489,H,
DAPK2,23604,ENSG00000035664,DAPK2,23604,ENSG00000035664,DAPK2,M5909,HALLMARK_MYOGENESIS,H,,Hallmark,Genes involved in development of skeletal muscle (myogenesis).,HS,26771021,,,,2025.1.Hs,HS,23604,H,
DENND2B,6764,ENSG00000166444,DENND2B,6764,ENSG00000166444,ST5,M5909,HALLMARK_MYOGENESIS,H,,Hallmark,Genes involved in development of skeletal muscle (myogenesis).,HS,26771021,,,,2025.1.Hs,HS,6764,H,
DES,1674,ENSG00000175084,DES,1674,ENSG00000175084,DES,M5909,HALLMARK_MYOGENESIS,H,,Hallmark,Genes involved in development of skeletal muscle (myogenesis).,HS,26771021,,,,2025.1.Hs,HS,1674,H,
DMD,1756,ENSG00000198947,DMD,1756,ENSG00000198947,DMD,M5909,HALLMARK_MYOGENESIS,H,,Hallmark,Genes involved in development of skeletal muscle (myogenesis).,HS,26771021,,,,2025.1.Hs,HS,1756,H,
DMPK,1760,ENSG00000104936,DMPK,1760,ENSG00000104936,DMPK,M5909,HALLMARK_MYOGENESIS,H,,Hallmark,Genes involved in development of skeletal muscle (myogenesis).,HS,26771021,,,,2025.1.Hs,HS,1760,H,
DTNA,1837,ENSG00000134769,DTNA,1837,ENSG00000134769,DTNA,M5909,HALLMARK_MYOGENESIS,H,,Hallmark,Genes involved in development of skeletal muscle (myogenesis).,HS,26771021,,,,2025.1.Hs,HS,1837,H,
EFS,10278,ENSG00000100842,EFS,10278,ENSG00000100842,EFS,M5909,HALLMARK_MYOGENESIS,H,,Hallmark,Genes involved in development of skeletal muscle (myogenesis).,HS,26771021,,,,2025.1.Hs,HS,10278,H,
EIF4A2,1974,ENSG00000156976,EIF4A2,1974,ENSG00000156976,EIF4A2,M5909,HALLMARK_MYOGENESIS,H,,Hallmark,Genes involved in development of skeletal muscle (myogenesis).,HS,26771021,,,,2025.1.Hs,HS,1974,H,
ENO3,2027,ENSG00000108515,ENO3,2027,ENSG00000108515,ENO3,M5909,HALLMARK_MYOGENESIS,H,,Hallmark,Genes involved in development of skeletal muscle (myogenesis).,HS,26771021,,,,2025.1.Hs,HS,2027,H,
EPHB3,2049,ENSG00000182580,EPHB3,2049,ENSG00000182580,EPHB3,M5909,HALLMARK_MYOGENESIS,H,,Hallmark,Genes involved in development of skeletal muscle (myogenesis).,HS,26771021,,,,2025.1.Hs,HS,2049,H,
ERBB3,2065,ENSG00000065361,ERBB3,2065,ENSG00000065361,ERBB3,M5909,HALLMARK_MYOGENESIS,H,,Hallmark,Genes involved in development of skeletal muscle (myogenesis).,HS,26771021,,,,2025.1.Hs,HS,2065,H,
FABP3,2170,ENSG00000121769,FABP3,2170,ENSG00000121769,FABP3,M5909,HALLMARK_MYOGENESIS,H,,Hallmark,Genes involved in development of skeletal muscle (myogenesis).,HS,26771021,,,,2025.1.Hs,HS,2170,H,
FDPS,2224,ENSG00000160752,FDPS,2224,ENSG00000160752,FDPS,M5909,HALLMARK_MYOGENESIS,H,,Hallmark,Genes involved in development of skeletal muscle (myogenesis).,HS,26771021,,,,2025.1.Hs,HS,2224,H,
FGF2,2247,ENSG00000138685,FGF2,2247,ENSG00000138685,FGF2,M5909,HALLMARK_MYOGENESIS,H,,Hallmark,Genes involved in development of skeletal muscle (myogenesis).,HS,26771021,,,,2025.1.Hs,HS,2247,H,
FHL1,2273,ENSG00000022267,FHL1,2273,ENSG00000022267,FHL1,M5909,HALLMARK_MYOGENESIS,H,,Hallmark,Genes involved in development of skeletal muscle (myogenesis).,HS,26771021,,,,2025.1.Hs,HS,2273,H,
FKBP1B,2281,ENSG00000119782,FKBP1B,2281,ENSG00000119782,FKBP1B,M5909,HALLMARK_MYOGENESIS,H,,Hallmark,Genes involved in development of skeletal muscle (myogenesis).,HS,26771021,,,,2025.1.Hs,HS,2281,H,
FLII,2314,ENSG00000177731,FLII,2314,ENSG00000177731,FLII,M5909,HALLMARK_MYOGENESIS,H,,Hallmark,Genes involved in development of skeletal muscle (myogenesis).,HS,26771021,,,,2025.1.Hs,HS,2314,H,
FOXO4,4303,ENSG00000184481,FOXO4,4303,ENSG00000184481,FOXO4,M5909,HALLMARK_MYOGENESIS,H,,Hallmark,Genes involved in development of skeletal muscle (myogenesis).,HS,26771021,,,,2025.1.Hs,HS,4303,H,
FST,10468,ENSG00000134363,FST,10468,ENSG00000134363,FST,M5909,HALLMARK_MYOGENESIS,H,,Hallmark,Genes involved in development of skeletal muscle (myogenesis).,HS,26771021,,,,2025.1.Hs,HS,10468,H,
FXYD1,5348,ENSG00000266964,FXYD1,5348,ENSG00000266964,FXYD1,M5909,HALLMARK_MYOGENESIS,H,,Hallmark,Genes involved in development of skeletal muscle (myogenesis).,HS,26771021,,,,2025.1.Hs,HS,5348,H,
GAA,2548,ENSG00000171298,GAA,2548,ENSG00000171298,GAA,M5909,HALLMARK_MYOGENESIS,H,,Hallmark,Genes involved in development of skeletal muscle (myogenesis).,HS,26771021,,,,2025.1.Hs,HS,2548,H,
GABARAPL2,11345,ENSG00000034713,GABARAPL2,11345,ENSG00000034713,GABARAPL2,M5909,HALLMARK_MYOGENESIS,H,,Hallmark,Genes involved in development of skeletal muscle (myogenesis).,HS,26771021,,,,2025.1.Hs,HS,11345,H,
GADD45B,4616,ENSG00000099860,GADD45B,4616,ENSG00000099860,GADD45B,M5909,HALLMARK_MYOGENESIS,H,,Hallmark,Genes involved in development of skeletal muscle (myogenesis).,HS,26771021,,,,2025.1.Hs,HS,4616,H,
GJA5,2702,ENSG00000265107,GJA5,2702,ENSG00000265107,GJA5,M5909,HALLMARK_MYOGENESIS,H,,Hallmark,Genes involved in development of skeletal muscle (myogenesis).,HS,26771021,,,,2025.1.Hs,HS,2702,H,
GNAO1,2775,ENSG00000087258,GNAO1,2775,ENSG00000087258,GNAO1,M5909,HALLMARK_MYOGENESIS,H,,Hallmark,Genes involved in development of skeletal muscle (myogenesis).,HS,26771021,,,,2025.1.Hs,HS,2775,H,
GPX3,2878,ENSG00000211445,GPX3,2878,ENSG00000211445,GPX3,M5909,HALLMARK_MYOGENESIS,H,,Hallmark,Genes involved in development of skeletal muscle (myogenesis).,HS,26771021,,,,2025.1.Hs,HS,2878,H,
GSN,2934,ENSG00000148180,GSN,2934,ENSG00000148180,GSN,M5909,HALLMARK_MYOGENESIS,H,,Hallmark,Genes involved in development of skeletal muscle (myogenesis).,HS,26771021,,,,2025.1.Hs,HS,2934,H,
HBEGF,1839,ENSG00000113070,HBEGF,1839,ENSG00000113070,HBEGF,M5909,HALLMARK_MYOGENESIS,H,,Hallmark,Genes involved in development of skeletal muscle (myogenesis).,HS,26771021,,,,2025.1.Hs,HS,1839,H,
HDAC5,10014,ENSG00000108840,HDAC5,10014,ENSG00000108840,HDAC5,M5909,HALLMARK_MYOGENESIS,H,,Hallmark,Genes involved in development of skeletal muscle (myogenesis).,HS,26771021,,,,2025.1.Hs,HS,10014,H,
HRC,3270,ENSG00000130528,HRC,3270,ENSG00000130528,HRC,M5909,HALLMARK_MYOGENESIS,H,,Hallmark,Genes involved in development of skeletal muscle (myogenesis).,HS,26771021,,,,2025.1.Hs,HS,3270,H,
HSPB2,3316,ENSG00000170276,HSPB2,3316,ENSG00000170276,HSPB2,M5909,HALLMARK_MYOGENESIS,H,,Hallmark,Genes involved in development of skeletal muscle (myogenesis).,HS,26771021,,,,2025.1.Hs,HS,3316,H,
HSPB8,26353,ENSG00000152137,HSPB8,26353,ENSG00000152137,HSPB8,M5909,HALLMARK_MYOGENESIS,H,,Hallmark,Genes involved in development of skeletal muscle (myogenesis).,HS,26771021,,,,2025.1.Hs,HS,26353,H,
IFRD1,3475,ENSG00000006652,IFRD1,3475,ENSG00000006652,IFRD1,M5909,HALLMARK_MYOGENESIS,H,,Hallmark,Genes involved in development of skeletal muscle (myogenesis).,HS,26771021,,,,2025.1.Hs,HS,3475,H,
IGF1,3479,ENSG00000017427,IGF1,3479,ENSG00000017427,IGF1,M5909,HALLMARK_MYOGENESIS,H,,Hallmark,Genes involved in development of skeletal muscle (myogenesis).,HS,26771021,,,,2025.1.Hs,HS,3479,H,
IGFBP3,3486,ENSG00000146674,IGFBP3,3486,ENSG00000146674,IGFBP3,M5909,HALLMARK_MYOGENESIS,H,,Hallmark,Genes involved in development of skeletal muscle (myogenesis).,HS,26771021,,,,2025.1.Hs,HS,3486,H,
IGFBP7,3490,ENSG00000163453,IGFBP7,3490,ENSG00000163453,IGFBP7,M5909,HALLMARK_MYOGENESIS,H,,Hallmark,Genes involved in development of skeletal muscle (myogenesis).,HS,26771021,,,,2025.1.Hs,HS,3490,H,
ITGA7,3679,ENSG00000135424,ITGA7,3679,ENSG00000135424,ITGA7,M5909,HALLMARK_MYOGENESIS,H,,Hallmark,Genes involved in development of skeletal muscle (myogenesis).,HS,26771021,,,,2025.1.Hs,HS,3679,H,
ITGB1,3688,ENSG00000150093,ITGB1,3688,ENSG00000150093,ITGB1,M5909,HALLMARK_MYOGENESIS,H,,Hallmark,Genes involved in development of skeletal muscle (myogenesis).,HS,26771021,,,,2025.1.Hs,HS,3688,H,
ITGB4,3691,ENSG00000132470,ITGB4,3691,ENSG00000132470,ITGB4,M5909,HALLMARK_MYOGENESIS,H,,Hallmark,Genes involved in development of skeletal muscle (myogenesis).,HS,26771021,,,,2025.1.Hs,HS,3691,H,
ITGB5,3693,ENSG00000082781,ITGB5,3693,ENSG00000082781,ITGB5,M5909,HALLMARK_MYOGENESIS,H,,Hallmark,Genes involved in development of skeletal muscle (myogenesis).,HS,26771021,,,,2025.1.Hs,HS,3693,H,
KCNH1,3756,ENSG00000143473,KCNH1,3756,ENSG00000143473,KCNH1,M5909,HALLMARK_MYOGENESIS,H,,Hallmark,Genes involved in development of skeletal muscle (myogenesis).,HS,26771021,,,,2025.1.Hs,HS,3756,H,
KCNH2,3757,ENSG00000055118,KCNH2,3757,ENSG00000055118,KCNH2,M5909,HALLMARK_MYOGENESIS,H,,Hallmark,Genes involved in development of skeletal muscle (myogenesis).,HS,26771021,,,,2025.1.Hs,HS,3757,H,
KIFC3,3801,ENSG00000140859,KIFC3,3801,ENSG00000140859,KIFC3,M5909,HALLMARK_MYOGENESIS,H,,Hallmark,Genes involved in development of skeletal muscle (myogenesis).,HS,26771021,,,,2025.1.Hs,HS,3801,H,
KLF5,688,ENSG00000102554,KLF5,688,ENSG00000102554,KLF5,M5909,HALLMARK_MYOGENESIS,H,,Hallmark,Genes involved in development of skeletal muscle (myogenesis).,HS,26771021,,,,2025.1.Hs,HS,688,H,
LAMA2,3908,ENSG00000196569,LAMA2,3908,ENSG00000196569,LAMA2,M5909,HALLMARK_MYOGENESIS,H,,Hallmark,Genes involved in development of skeletal muscle (myogenesis).,HS,26771021,,,,2025.1.Hs,HS,3908,H,
LARGE1,9215,ENSG00000133424,LARGE1,9215,ENSG00000133424,LARGE,M5909,HALLMARK_MYOGENESIS,H,,Hallmark,Genes involved in development of skeletal muscle (myogenesis).,HS,26771021,,,,2025.1.Hs,HS,9215,H,
LDB3,11155,ENSG00000122367,LDB3,11155,ENSG00000122367,LDB3,M5909,HALLMARK_MYOGENESIS,H,,Hallmark,Genes involved in development of skeletal muscle (myogenesis).,HS,26771021,,,,2025.1.Hs,HS,11155,H,
LPIN1,23175,ENSG00000134324,LPIN1,23175,ENSG00000134324,LPIN1,M5909,HALLMARK_MYOGENESIS,H,,Hallmark,Genes involved in development of skeletal muscle (myogenesis).,HS,26771021,,,,2025.1.Hs,HS,23175,H,
LSP1,4046,ENSG00000130592,LSP1,4046,ENSG00000130592,LSP1,M5909,HALLMARK_MYOGENESIS,H,,Hallmark,Genes involved in development of skeletal muscle (myogenesis).,HS,26771021,,,,2025.1.Hs,HS,4046,H,
MAPK12,6300,ENSG00000188130,MAPK12,6300,ENSG00000188130,MAPK12,M5909,HALLMARK_MYOGENESIS,H,,Hallmark,Genes involved in development of skeletal muscle (myogenesis).,HS,26771021,,,,2025.1.Hs,HS,6300,H,
MAPRE3,22924,ENSG00000084764,MAPRE3,22924,ENSG00000084764,MAPRE3,M5909,HALLMARK_MYOGENESIS,H,,Hallmark,Genes involved in development of skeletal muscle (myogenesis).,HS,26771021,,,,2025.1.Hs,HS,22924,H,
MB,4151,ENSG00000198125,MB,4151,ENSG00000198125,MB,M5909,HALLMARK_MYOGENESIS,H,,Hallmark,Genes involved in development of skeletal muscle (myogenesis).,HS,26771021,,,,2025.1.Hs,HS,4151,H,
MEF2A,4205,ENSG00000068305,MEF2A,4205,ENSG00000068305,MEF2A,M5909,HALLMARK_MYOGENESIS,H,,Hallmark,Genes involved in development of skeletal muscle (myogenesis).,HS,26771021,,,,2025.1.Hs,HS,4205,H,
